split,unique_id,Painting,true_label,naive_bayes_pred,random_forest_pred,logistic_pred,ensemble_pred,ensemble_correct,vote_tie_resolved
train,194,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,196,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,197,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,198,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,199,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,200,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,201,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,204,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,207,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,208,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,209,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,211,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,212,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,213,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,215,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,216,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,217,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,218,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,219,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,221,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,True,False
train,222,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,False,False
train,223,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,False,False
train,224,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,False,False
train,225,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,226,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,False,False
train,227,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,False,False
train,228,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,231,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,232,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,235,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,236,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,237,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,238,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,239,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,241,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,242,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,243,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,244,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,246,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,247,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,248,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,249,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,250,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,252,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,253,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,False,False
train,254,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,256,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,False,False
train,259,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,260,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,261,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,False,False
train,264,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,False,False
train,266,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,267,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Water Lily Pond,The Water Lily Pond,False,False
train,272,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,273,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,274,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,276,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,277,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,278,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,281,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,282,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,283,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,284,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,285,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,286,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,287,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,289,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Persistence of Memory,True,False
train,290,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,291,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,292,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,294,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,295,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,296,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,298,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,299,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,300,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,301,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,302,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,303,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,304,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,305,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,307,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,308,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,309,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,310,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,312,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,314,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,319,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,320,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,321,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,322,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,323,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,324,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,326,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,327,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,328,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,330,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,331,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,332,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,333,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,334,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,335,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,336,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,337,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,338,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,339,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,340,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,341,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,342,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,343,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,344,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,345,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,346,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,347,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,348,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,350,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,352,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,354,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,355,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,356,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,357,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,359,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,360,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,361,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,362,The Persistence of Memory,The Persistence of Memory,The Starry Night,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,363,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,367,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,369,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,371,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,374,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,375,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,378,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,379,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,380,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,385,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,386,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,387,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,388,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,389,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,391,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,392,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,393,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,394,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,395,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,396,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,397,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,398,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,400,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,401,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,402,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,403,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,405,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,407,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,408,The Persistence of Memory,The Persistence of Memory,The Starry Night,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,409,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,410,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,411,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,413,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,414,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,415,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,416,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,417,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,418,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,420,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,424,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,425,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,428,The Persistence of Memory,The Persistence of Memory,The Starry Night,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,431,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,432,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,434,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,435,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,436,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,438,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,439,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,440,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,442,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,444,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,445,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,447,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,449,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,450,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,451,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,452,The Persistence of Memory,The Persistence of Memory,The Water Lily Pond,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,454,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,456,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,457,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,459,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,460,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,462,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,463,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,464,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,465,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,469,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,471,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,473,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,474,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,476,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,477,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,478,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,479,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,480,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,481,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,482,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,483,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
train,484,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,The Persistence of Memory,True,False
